source,target,proximity
12144,12010,19
12147,12010,1
12148,12010,7
12149,12010,10
12150,12010,5
12153,12010,1
12154,12010,4
12156,12010,1
12157,12010,26
12158,12010,10
12159,12010,8
12160,12010,9
12166,12010,92
12167,12010,2
12168,12010,4
12169,12010,1
12170,12010,15
12175,12010,4
12180,12010,50
12182,12010,9
12183,12010,4
12184,12010,2
12185,12010,3
12186,12010,7
12187,12010,4
12188,12010,23
12189,12010,35
12193,12010,3
12196,12010,11
12198,12010,7
12202,12010,6
12203,12010,31
12204,12010,4
12205,12010,38
12206,12010,14
12208,12010,27
12209,12010,10
12210,12010,5
12211,12010,16
12222,12010,6
12302,12010,222
12303,12010,102
12304,12010,92
12305,12010,22
12306,12010,143
12307,12010,25
12308,12010,71
12309,12010,79
12803,12010,33
12822,12010,30
12828,12010,33
12831,12010,35
12833,12010,26
12835,12010,28
12850,12010,32
12859,12010,5
12863,12010,4
12866,12010,103
12871,12010,15
12884,12010,2
13459,12010,28
12010,12025,36
12019,12025,3
12020,12025,5
12043,12025,1
12065,12025,2
12067,12025,1
12074,12025,7
12086,12025,2
12090,12025,1
12118,12025,3
12120,12025,1
12134,12025,6
12188,12025,2
12196,12025,1
12202,12025,1
12203,12025,1
12206,12025,1
12211,12025,1
12302,12025,3
12304,12025,1
12306,12025,1
12309,12025,1
12803,12025,2
12822,12025,1
12831,12025,4
12850,12025,7
12866,12025,4
12008,12047,1
12009,12047,13
12010,12047,17
12018,12047,35
12019,12047,48
12020,12047,90
12022,12047,4
12023,12047,4
12025,12047,6
12027,12047,15
12028,12047,6
12033,12047,13
12041,12047,1
12043,12047,1
12046,12047,3
12052,12047,16
12053,12047,10
12054,12047,33
12056,12047,4
12057,12047,4
12059,12047,1
12061,12047,25
12062,12047,5
12063,12047,1
12065,12047,201
12066,12047,3
12067,12047,4
12074,12047,8
12077,12047,7
12083,12047,9
12084,12047,5
12085,12047,2
12086,12047,1
12087,12047,1
12090,12047,29
12094,12047,12
12110,12047,138
12118,12047,72
12121,12047,15
12122,12047,1
12123,12047,13
12134,12047,4
12137,12047,2
12138,12047,19
12140,12047,15
12143,12047,14
12144,12047,49
12148,12047,19
12149,12047,2
12150,12047,1
12151,12047,1
12153,12047,1
12154,12047,23
12158,12047,10
12159,12047,12
12161,12047,1
12166,12047,1
12168,12047,5
12169,12047,1
12170,12047,20
12180,12047,290
12182,12047,141
12183,12047,40
12184,12047,14
12185,12047,12
12186,12047,11
12188,12047,112
12189,12047,118
12193,12047,9
12196,12047,11
12198,12047,39
12202,12047,18
12203,12047,32
12204,12047,14
12205,12047,73
12206,12047,36
12207,12047,4
12208,12047,41
12209,12047,24
12210,12047,16
12211,12047,48
12302,12047,62
12303,12047,68
12304,12047,37
12305,12047,8
12306,12047,48
12307,12047,10
12308,12047,29
12309,12047,54
12803,12047,16
12822,12047,6
12828,12047,16
12831,12047,27
12833,12047,5
12835,12047,1
12850,12047,8
12859,12047,2
12866,12047,56
12871,12047,12
12884,12047,1
12008,12065,7
12009,12065,48
12010,12065,127
12018,12065,54
12019,12065,452
12020,12065,745
12022,12065,6
12023,12065,15
12025,12065,44
12027,12065,75
12028,12065,10
12033,12065,59
12035,12065,1
12041,12065,2
12043,12065,11
12045,12065,2
12046,12065,4
12047,12065,315
12052,12065,17
12053,12065,35
12054,12065,106
12056,12065,20
12057,12065,16
12059,12065,15
12061,12065,58
12062,12065,9
12063,12065,7
12066,12065,11
12067,12065,5
12071,12065,1
12074,12065,52
12076,12065,3
12077,12065,31
12083,12065,12
12084,12065,23
12085,12065,2
12086,12065,18
12087,12065,6
12090,12065,32
12092,12065,1
12093,12065,3
12094,12065,31
12110,12065,277
12118,12065,568
12120,12065,1
12121,12065,47
12122,12065,5
12123,12065,32
12134,12065,17
12137,12065,13
12138,12065,20
12140,12065,15
12143,12065,26
12144,12065,134
12147,12065,2
12148,12065,194
12149,12065,3
12150,12065,7
12151,12065,18
12153,12065,7
12154,12065,72
12156,12065,8
12157,12065,2
12158,12065,32
12159,12065,62
12160,12065,2
12161,12065,1
12166,12065,6
12167,12065,2
12168,12065,7
12169,12065,2
12170,12065,173
12180,12065,512
12182,12065,201
12183,12065,47
12184,12065,25
12185,12065,39
12186,12065,48
12187,12065,1
12188,12065,369
12189,12065,222
12193,12065,7
12194,12065,1
12196,12065,23
12198,12065,63
12202,12065,40
12203,12065,145
12204,12065,47
12205,12065,238
12206,12065,56
12207,12065,9
12208,12065,113
12209,12065,43
12210,12065,46
12211,12065,109
12222,12065,24
12302,12065,465
12303,12065,271
12304,12065,193
12305,12065,42
12306,12065,325
12307,12065,44
12308,12065,135
12309,12065,351
12469,12065,2
12803,12065,87
12822,12065,50
12828,12065,74
12831,12065,232
12833,12065,57
12835,12065,26
12850,12065,37
12859,12065,38
12863,12065,14
12866,12065,482
12871,12065,73
12884,12065,7
13459,12065,4
12020,12093,1
12023,12093,1
12054,12093,1
12059,12093,1
12064,12093,1
12071,12093,1
12076,12093,1
12122,12093,12
12157,12093,4
12158,12093,1
12167,12093,3
12175,12093,1
12194,12093,1
12211,12093,1
12803,12093,1
12008,12110,6
12009,12110,122
12010,12110,166
12018,12110,133
12019,12110,302
12020,12110,521
12022,12110,9
12023,12110,24
12025,12110,38
12027,12110,63
12028,12110,15
12033,12110,127
12035,12110,1
12036,12110,2
12041,12110,9
12043,12110,16
12045,12110,9
12046,12110,7
12047,12110,756
12052,12110,25
