source,target,proximity
14127,14213,106
14131,14213,12
14132,14213,11
14139,14213,8
14141,14213,6
14145,14213,1
14150,14213,158
14170,14213,4
14172,14213,10
14174,14213,9
14201,14213,94
14202,14213,19
14203,14213,4
14204,14213,21
14206,14213,71
14207,14213,131
14208,14213,19
14209,14213,45
14210,14213,38
14211,14213,56
14212,14213,21
14214,14213,72
14215,14213,79
14216,14213,120
14217,14213,106
14218,14213,76
14219,14213,29
14220,14213,66
14221,14213,189
14222,14213,101
14223,14213,108
14224,14213,106
14225,14213,74
14226,14213,111
14227,14213,64
14228,14213,69
14301,14213,22
14303,14213,8
14304,14213,53
14305,14213,21
14001,14219,21
14004,14219,25
14006,14219,161
14008,14219,4
14012,14219,4
