beta,size,network,seed,realization,times
0.5,0.55,Albany,12186,9,"[27.0, 31.0, 35.5, 40.4, 44.1, 49.0, 57.9, 70.0, 89.0, 535.0]"
0.5,0.55,Albany,12186,10,"[37.6, 43.1, 45.6, 50.6, 59.0, 69.9, 84.5, 103.4, 117.7, 1267.9]"
0.5,0.55,Albany,12186,11,"[27.0, 30.7, 34.7, 44.6, 48.2, 53.8, 64.2, 74.1, 90.1, 1085.2]"
0.5,0.55,Albany,12186,12,"[18.4, 23.4, 27.1, 31.8, 36.4, 41.1, 48.0, 63.3, 86.7, 1265.5]"
0.5,0.55,Albany,12186,13,"[26.3, 34.1, 39.1, 43.9, 48.3, 53.4, 61.7, 76.0, 101.4, 1840.8]"
0.5,0.55,Albany,12186,14,"[24.8, 30.1, 33.6, 39.3, 44.5, 50.6, 59.3, 74.3, 101.1, 631.2]"
0.5,0.55,Albany,12186,15,"[39.7, 48.2, 50.5, 53.4, 58.3, 63.8, 70.7, 84.8, 122.0, 332.5]"
0.5,0.55,Albany,12186,16,"[20.3, 26.6, 29.1, 34.4, 39.4, 47.8, 58.8, 76.2, 106.3, 516.1]"
0.5,0.55,Albany,12186,17,"[26.7, 31.4, 37.0, 40.3, 45.4, 51.9, 61.7, 77.8, 112.5, 323.4]"
0.5,0.55,Albany,12186,18,"[14.1, 17.7, 22.2, 27.2, 33.3, 42.3, 51.7, 66.9, 93.2, 1620.7]"
0.5,0.55,Albany,12186,19,"[13.7, 20.6, 23.7, 29.2, 37.4, 42.9, 52.4, 74.8, 104.6, 567.4]"
0.5,0.55,Albany,12186,20,"[25.2, 28.9, 32.0, 36.0, 40.6, 46.2, 57.5, 69.8, 96.3, 263.2]"
0.5,0.55,Albany,12186,21,"[34.9, 40.0, 44.4, 47.7, 50.2, 57.1, 70.0, 82.1, 115.4, 1232.6]"
0.5,0.55,Albany,12186,22,"[18.1, 24.1, 28.5, 33.8, 42.7, 50.7, 58.8, 71.6, 109.9, 358.5]"
0.5,0.55,Albany,12186,23,"[25.3, 30.5, 34.9, 39.6, 48.6, 57.1, 62.7, 72.0, 93.3, 354.0]"
0.5,0.55,Albany,12186,24,"[9.3, 13.5, 18.3, 22.5, 28.5, 36.9, 52.1, 65.4, 77.9, 231.7]"
0.5,0.55,Albany,12186,25,"[32.7, 35.8, 40.4, 43.5, 53.5, 63.1, 74.5, 88.0, 122.5, 385.4]"
0.5,0.55,Albany,12186,26,"[17.9, 22.2, 25.9, 33.5, 37.5, 46.8, 57.0, 68.9, 93.8, 648.7]"
0.5,0.55,Albany,12186,27,"[39.6, 42.1, 44.5, 48.2, 54.2, 61.0, 68.0, 80.2, 125.7, 509.6]"
0.5,0.55,Albany,12186,28,"[11.1, 14.0, 17.9, 21.8, 26.7, 33.8, 39.7, 54.3, 83.2, 740.1]"
0.5,0.55,Albany,12186,29,"[14.4, 19.3, 26.9, 30.5, 35.2, 42.4, 51.6, 67.7, 87.7, 615.9]"
0.5,0.55,Albany,12089,0,"[61.4, 65.8, 68.5, 72.5, 79.2, 87.0, 91.7, 105.6, 140.2, 1740.7]"
0.5,0.55,Albany,12089,1,"[201.9, 208.4, 212.8, 219.6, 222.5, 225.1, 236.0, 254.5, 271.3, 742.8]"
0.5,0.55,Albany,12089,2,"[32.2, 36.9, 40.7, 45.7, 52.9, 59.0, 70.0, 84.6, 117.8, 549.7]"
0.5,0.55,Albany,12089,3,"[64.6, 71.6, 77.8, 80.6, 86.4, 98.5, 105.4, 116.0, 144.4, 1216.4]"
0.5,0.55,Albany,12089,4,"[100.6, 106.4, 111.2, 115.9, 122.0, 131.9, 138.3, 150.5, 174.9, 625.7]"
0.5,0.55,Albany,12089,5,"[66.8, 75.9, 80.0, 85.1, 89.9, 94.1, 98.7, 105.6, 131.7, 518.4]"
0.5,0.55,Albany,12089,6,"[25.9, 31.6, 36.4, 41.1, 45.9, 54.1, 62.8, 72.3, 99.5, 910.1]"
0.5,0.55,Albany,12089,7,"[110.2, 114.5, 120.6, 123.6, 128.2, 135.2, 141.5, 150.8, 173.6, 285.2]"
0.5,0.55,Albany,12089,8,"[420.4, 426.7, 430.2, 434.9, 439.0, 449.3, 457.1, 469.7, 501.8, 626.3]"
0.5,0.55,Albany,12089,9,"[194.6, 197.2, 201.7, 204.3, 209.5, 219.1, 230.3, 245.6, 267.6, 494.2]"
0.5,0.55,Albany,12089,10,"[32.2, 38.4, 42.1, 45.5, 52.0, 58.2, 67.9, 89.5, 130.4, 352.0]"
0.5,0.55,Albany,12089,11,"[69.3, 75.3, 77.5, 80.3, 85.2, 92.3, 100.4, 111.1, 131.9, 614.6]"
0.5,0.55,Albany,12089,12,"[86.2, 97.2, 102.8, 105.2, 109.7, 114.7, 125.7, 140.0, 169.3, 580.5]"
0.5,0.55,Albany,12089,13,"[314.6, 319.0, 322.4, 324.7, 331.8, 339.6, 347.9, 359.9, 380.1, 1116.5]"
0.5,0.55,Albany,12089,14,"[177.9, 185.0, 190.9, 196.0, 201.3, 206.2, 216.4, 224.5, 247.8, 360.5]"
0.5,0.55,Albany,12089,15,"[83.9, 89.6, 94.1, 98.9, 103.1, 111.0, 121.1, 137.6, 165.8, 433.1]"
0.5,0.55,Albany,12089,16,"[87.6, 93.1, 95.8, 102.5, 108.5, 114.9, 123.5, 136.1, 148.0, 853.8]"
0.5,0.55,Albany,12089,17,"[99.0, 105.5, 111.8, 115.6, 121.9, 130.2, 139.2, 154.2, 175.8, 605.5]"
0.5,0.55,Albany,12089,18,"[223.4, 227.6, 232.7, 237.8, 243.2, 250.3, 258.0, 280.8, 303.3, 658.8]"
0.5,0.55,Albany,12089,19,"[156.6, 162.9, 168.0, 173.0, 178.9, 187.1, 196.8, 208.3, 240.8, 776.3]"
0.5,0.55,Albany,12089,20,"[64.7, 71.0, 75.4, 79.2, 85.4, 98.1, 111.8, 123.5, 157.8, 409.2]"
0.5,0.55,Albany,12089,21,"[380.2, 385.4, 390.1, 395.9, 398.8, 405.7, 415.2, 428.7, 454.5, 813.2]"
0.5,0.55,Albany,12089,22,"[65.2, 68.7, 73.0, 78.6, 83.2, 88.3, 92.8, 105.6, 136.6, 304.0]"
0.5,0.55,Albany,12089,23,"[200.5, 210.2, 212.8, 219.3, 224.8, 230.4, 240.1, 246.0, 275.2, 522.7]"
0.5,0.55,Albany,12089,24,"[45.3, 49.6, 53.0, 60.6, 66.1, 71.7, 83.1, 97.8, 129.7, 585.7]"
0.5,0.55,Albany,12089,25,"[167.4, 174.5, 179.4, 186.5, 193.3, 202.8, 216.3, 228.5, 253.8, 597.6]"
0.5,0.55,Albany,12089,26,"[51.7, 59.2, 61.9, 64.6, 66.8, 72.2, 79.5, 93.9, 126.9, 451.3]"
0.5,0.55,Albany,12089,27,"[54.7, 59.3, 64.5, 68.9, 73.0, 80.5, 90.4, 102.1, 129.7, 357.8]"
0.5,0.55,Albany,12089,28,"[154.6, 161.0, 165.5, 169.7, 173.7, 181.1, 189.3, 199.6, 221.0, 1621.5]"
0.5,0.55,Albany,12089,29,"[208.6, 214.2, 219.0, 223.0, 227.5, 235.4, 243.3, 251.4, 269.9, 565.9]"
0.5,0.55,Albany,12031,0,"[29.9, 37.9, 43.7, 48.5, 53.7, 58.9, 65.2, 74.3, 112.2, 382.6]"
0.5,0.55,Albany,12031,1,"[206.8, 215.6, 219.3, 224.6, 227.8, 233.8, 244.2, 259.8, 285.6, 575.4]"
0.5,0.55,Albany,12031,2,"[59.9, 66.5, 73.1, 76.9, 81.1, 84.2, 93.7, 106.1, 127.0, 1269.4]"
0.5,0.55,Albany,12031,3,"[52.1, 70.4, 76.0, 82.1, 85.7, 89.3, 97.0, 119.5, 162.7, 321.5]"
0.5,0.55,Albany,12031,4,"[101.3, 109.2, 112.9, 115.2, 119.8, 129.8, 139.8, 149.7, 170.6, 292.6]"
0.5,0.55,Albany,12031,5,"[188.4, 194.9, 199.0, 203.3, 207.7, 214.5, 221.9, 232.6, 283.0, 2282.0]"
0.5,0.55,Albany,12031,6,"[42.4, 48.1, 54.9, 61.6, 65.9, 73.3, 80.9, 91.6, 125.9, 806.6]"
0.5,0.55,Albany,12031,7,"[50.9, 66.1, 70.8, 76.3, 81.2, 88.5, 97.1, 107.4, 121.3, 450.6]"
0.5,0.55,Albany,12031,8,"[100.1, 103.2, 107.1, 110.0, 115.9, 122.7, 128.0, 139.6, 154.1, 666.1]"
0.5,0.55,Albany,12031,9,"[73.3, 81.7, 85.4, 88.4, 92.6, 97.7, 102.3, 120.3, 141.1, 283.1]"
0.5,0.55,Albany,12031,10,"[45.2, 50.1, 54.7, 61.7, 66.0, 70.2, 81.6, 91.3, 120.6, 359.6]"
0.5,0.55,Albany,12031,11,"[42.6, 57.0, 60.5, 64.3, 70.9, 78.0, 85.2, 96.8, 120.7, 400.4]"
0.5,0.55,Albany,12031,12,"[59.8, 66.3, 68.9, 72.4, 76.2, 86.3, 97.3, 114.4, 142.9, 1005.9]"
0.5,0.55,Albany,12031,13,"[50.1, 58.1, 62.4, 65.5, 69.6, 82.3, 91.1, 99.0, 122.6, 254.0]"
0.5,0.55,Albany,12031,14,"[23.4, 29.6, 33.0, 35.1, 38.9, 44.8, 50.9, 67.2, 83.1, 668.1]"
0.5,0.55,Albany,12031,15,"[33.4, 37.9, 41.3, 45.2, 51.2, 55.1, 60.9, 71.6, 112.8, 389.6]"
0.5,0.55,Albany,12031,16,"[200.0, 205.2, 210.2, 213.3, 217.8, 221.2, 225.6, 233.6, 262.9, 551.9]"
0.5,0.55,Albany,12031,17,"[30.6, 37.2, 43.6, 47.3, 51.2, 59.2, 67.9, 86.4, 107.9, 1107.6]"
0.5,0.55,Albany,12031,18,"[57.5, 64.0, 69.1, 72.3, 77.2, 82.3, 89.4, 108.0, 137.7, 592.2]"
0.5,0.55,Albany,12031,19,"[112.2, 137.4, 145.3, 151.0, 154.4, 159.9, 165.0, 173.5, 209.4, 666.3]"
0.5,0.55,Albany,12031,20,"[23.1, 30.0, 35.7, 41.4, 47.0, 53.9, 69.0, 81.9, 101.1, 167.5]"
0.5,0.55,Albany,12031,21,"[111.9, 116.4, 120.7, 125.0, 127.7, 135.0, 143.5, 160.9, 184.0, 380.8]"
0.5,0.55,Albany,12031,22,"[111.3, 125.3, 128.5, 132.4, 136.5, 138.8, 147.2, 159.9, 192.7, 466.0]"
0.5,0.55,Albany,12031,23,"[87.7, 92.8, 97.0, 100.4, 105.5, 112.6, 122.9, 143.1, 161.1, 692.6]"
0.5,0.55,Albany,12031,24,"[176.4, 183.5, 186.9, 189.7, 194.6, 201.4, 211.0, 231.3, 259.7, 923.8]"
0.5,0.55,Albany,12031,25,"[186.8, 192.0, 195.8, 199.2, 203.3, 209.9, 216.8, 230.2, 260.4, 3824.0]"
0.5,0.55,Albany,12031,26,"[27.8, 41.1, 44.6, 47.7, 53.6, 58.6, 66.2, 79.4, 100.5, 312.2]"
0.5,0.55,Albany,12031,27,"[64.0, 69.5, 75.8, 83.1, 85.1, 94.9, 107.3, 119.2, 131.1, 1105.2]"
0.5,0.55,Albany,12031,28,"[103.7, 110.0, 113.1, 117.3, 122.5, 127.4, 134.3, 144.7, 170.9, 1379.2]"
0.5,0.55,Albany,12031,29,"[27.6, 34.7, 39.6, 43.8, 47.6, 51.6, 60.7, 77.9, 112.7, 374.2]"
0.5,0.55,Albany,12123,0,"[31.7, 37.8, 40.6, 44.5, 46.9, 55.0, 63.7, 70.0, 109.4, 522.3]"
0.5,0.55,Albany,12123,1,"[24.4, 31.4, 34.9, 43.5, 52.6, 62.2, 74.9, 87.9, 104.1, 355.8]"
0.5,0.55,Albany,12123,2,"[12.7, 17.3, 21.9, 29.5, 38.4, 46.1, 59.1, 80.4, 117.3, 750.1]"
0.5,0.55,Albany,12123,3,"[23.2, 27.5, 30.9, 34.9, 39.1, 43.3, 53.2, 60.9, 106.5, 441.9]"
0.5,0.55,Albany,12123,4,"[12.0, 16.7, 19.4, 22.3, 29.9, 37.3, 42.9, 53.8, 78.2, 593.6]"
0.5,0.55,Albany,12123,5,"[16.2, 20.2, 23.2, 27.0, 31.3, 36.8, 44.0, 56.9, 87.7, 474.7]"
0.5,0.55,Albany,12123,6,"[23.9, 28.9, 34.0, 43.0, 51.2, 57.7, 63.1, 79.0, 109.0, 363.2]"
0.5,0.55,Albany,12123,7,"[22.5, 28.2, 32.2, 36.9, 42.6, 46.2, 55.3, 69.2, 99.9, 549.0]"
0.5,0.55,Albany,12123,8,"[17.3, 22.1, 27.1, 35.8, 43.2, 50.1, 55.2, 67.8, 119.0, 431.8]"
0.5,0.55,Albany,12123,9,"[33.7, 38.9, 44.2, 50.6, 60.6, 67.8, 79.6, 88.0, 104.0, 233.4]"
0.5,0.55,Albany,12123,10,"[30.2, 33.9, 38.9, 43.1, 49.0, 53.2, 62.1, 70.3, 96.4, 982.6]"
0.5,0.55,Albany,12123,11,"[22.8, 28.7, 35.2, 40.3, 46.9, 58.8, 68.2, 79.3, 106.6, 560.7]"
0.5,0.55,Albany,12123,12,"[15.1, 20.2, 24.0, 28.0, 33.3, 41.2, 52.3, 63.7, 93.9, 354.1]"
0.5,0.55,Albany,12123,13,"[17.8, 22.0, 30.4, 38.1, 44.1, 53.6, 65.4, 80.9, 97.4, 635.6]"
0.5,0.55,Albany,12123,14,"[20.5, 26.6, 30.3, 35.0, 37.5, 41.1, 49.2, 68.9, 105.0, 744.2]"
0.5,0.55,Albany,12123,15,"[24.4, 33.9, 38.6, 41.7, 45.0, 50.2, 59.9, 73.5, 113.8, 1008.9]"
0.5,0.55,Albany,12123,16,"[24.8, 29.1, 33.5, 37.2, 41.6, 48.2, 53.7, 67.1, 82.4, 831.2]"
0.5,0.55,Albany,12123,17,"[27.3, 30.5, 36.1, 40.4, 44.6, 51.1, 59.2, 74.1, 94.4, 823.4]"
0.5,0.55,Albany,12123,18,"[15.9, 22.2, 26.9, 34.9, 42.3, 49.0, 55.3, 66.9, 88.6, 513.8]"
0.5,0.55,Albany,12123,19,"[24.7, 28.3, 30.3, 33.3, 40.6, 49.5, 62.3, 74.2, 99.2, 603.2]"
0.5,0.55,Albany,12123,20,"[18.9, 23.2, 27.0, 32.5, 37.4, 46.9, 52.3, 64.8, 98.8, 733.1]"
0.5,0.55,Albany,12123,21,"[16.5, 21.1, 23.6, 28.2, 35.1, 41.9, 52.3, 63.7, 86.6, 941.0]"
0.5,0.55,Albany,12123,22,"[14.0, 17.9, 20.5, 27.6, 31.7, 38.7, 49.6, 64.9, 93.1, 1189.5]"
0.5,0.55,Albany,12123,23,"[20.5, 26.3, 31.8, 35.3, 40.7, 47.9, 58.0, 71.1, 104.9, 1293.7]"
0.5,0.55,Albany,12123,24,"[20.5, 23.4, 28.9, 34.0, 41.7, 49.4, 57.1, 70.4, 112.2, 555.1]"
0.5,0.55,Albany,12123,25,"[15.6, 20.3, 24.2, 34.3, 46.1, 52.8, 63.2, 73.8, 120.2, 1190.4]"
0.5,0.55,Albany,12123,26,"[30.4, 33.9, 37.8, 43.3, 47.1, 56.5, 66.0, 88.2, 112.9, 485.7]"
0.5,0.55,Albany,12123,27,"[11.9, 16.0, 19.8, 26.0, 34.4, 38.8, 49.1, 60.1, 86.8, 249.0]"
0.5,0.55,Albany,12123,28,"[18.5, 23.0, 29.1, 33.3, 42.5, 48.6, 57.6, 73.8, 94.2, 598.7]"
0.5,0.55,Albany,12123,29,"[21.0, 26.3, 29.8, 33.3, 40.4, 45.9, 54.2, 74.8, 102.2, 285.8]"
0.5,0.6000000000000001,Albany,12121,0,"[74.3, 81.7, 84.8, 86.6, 89.2, 97.2, 105.5, 115.0, 132.6, 847.0]"
0.5,0.6000000000000001,Albany,12121,1,"[33.6, 39.5, 43.6, 49.6, 56.3, 64.8, 75.9, 85.9, 116.6, 430.3]"
0.5,0.6000000000000001,Albany,12121,2,"[57.6, 63.3, 67.2, 71.8, 78.6, 87.3, 94.2, 106.7, 139.5, 1113.5]"
0.5,0.6000000000000001,Albany,12121,3,"[27.4, 34.6, 38.0, 42.1, 44.7, 49.9, 56.3, 66.7, 98.1, 675.0]"
0.5,0.6000000000000001,Albany,12121,4,"[29.3, 33.6, 38.7, 41.8, 47.5, 55.3, 65.5, 77.4, 110.1, 417.0]"
0.5,0.6000000000000001,Albany,12121,5,"[20.4, 26.3, 28.2, 33.4, 37.9, 43.8, 50.9, 59.8, 84.5, 382.1]"
0.5,0.6000000000000001,Albany,12121,6,"[40.8, 47.1, 51.8, 57.1, 64.6, 71.1, 83.8, 106.0, 125.8, 904.3]"
0.5,0.6000000000000001,Albany,12121,7,"[24.7, 31.4, 36.8, 39.2, 43.8, 50.7, 58.2, 67.7, 91.6, 267.2]"
0.5,0.6000000000000001,Albany,12121,8,"[19.9, 24.5, 28.7, 33.0, 38.6, 44.4, 52.2, 59.6, 122.2, 374.7]"
0.5,0.6000000000000001,Albany,12121,9,"[44.7, 52.6, 58.4, 62.4, 68.5, 75.6, 82.7, 95.5, 121.2, 334.6]"
0.5,0.6000000000000001,Albany,12121,10,"[21.3, 27.3, 32.2, 38.3, 44.6, 52.3, 56.7, 71.3, 101.1, 691.6]"
0.5,0.6000000000000001,Albany,12121,11,"[9.5, 14.1, 18.2, 20.9, 27.5, 33.8, 45.5, 60.0, 100.5, 443.1]"
0.5,0.6000000000000001,Albany,12121,12,"[18.3, 21.7, 27.0, 30.3, 35.2, 40.9, 50.4, 60.7, 80.2, 271.6]"
0.5,0.6000000000000001,Albany,12121,13,"[64.9, 70.5, 75.6, 79.6, 83.8, 88.9, 98.7, 112.4, 130.7, 1794.2]"
0.5,0.6000000000000001,Albany,12121,14,"[46.3, 52.8, 55.8, 60.0, 65.2, 70.7, 79.0, 89.8, 119.8, 365.6]"
0.5,0.6000000000000001,Albany,12121,15,"[64.1, 72.1, 76.3, 78.9, 81.8, 86.4, 96.3, 107.0, 128.1, 370.8]"
0.5,0.6000000000000001,Albany,12121,16,"[39.5, 44.1, 47.2, 52.5, 59.8, 64.1, 77.9, 96.3, 122.1, 667.2]"
0.5,0.6000000000000001,Albany,12121,17,"[46.2, 50.1, 55.2, 58.2, 63.5, 69.0, 75.8, 88.8, 122.7, 339.0]"
0.5,0.6000000000000001,Albany,12121,18,"[71.6, 79.5, 84.7, 90.0, 94.0, 99.5, 112.2, 123.8, 150.0, 350.6]"
0.5,0.6000000000000001,Albany,12121,19,"[87.1, 92.0, 96.0, 99.5, 102.9, 109.4, 117.7, 128.2, 160.3, 871.1]"
0.5,0.6000000000000001,Albany,12121,20,"[31.8, 36.8, 42.6, 46.6, 53.3, 56.6, 67.4, 79.5, 105.4, 284.8]"
0.5,0.6000000000000001,Albany,12121,21,"[52.5, 58.4, 62.0, 64.1, 70.8, 74.5, 81.4, 95.6, 115.7, 225.0]"
0.5,0.6000000000000001,Albany,12121,22,"[19.5, 25.1, 28.0, 31.9, 35.4, 39.2, 48.7, 65.9, 88.6, 268.4]"
0.5,0.6000000000000001,Albany,12121,23,"[44.5, 49.9, 55.0, 59.2, 63.4, 71.3, 78.7, 91.4, 131.0, 447.5]"
0.5,0.6000000000000001,Albany,12121,24,"[27.6, 33.8, 36.4, 41.3, 44.4, 54.6, 67.0, 78.6, 85.8, 771.5]"
0.5,0.6000000000000001,Albany,12121,25,"[23.8, 29.1, 31.9, 35.7, 40.4, 44.9, 50.3, 57.9, 93.3, 279.1]"
0.5,0.6000000000000001,Albany,12121,26,"[22.4, 24.7, 29.2, 35.4, 39.7, 49.4, 61.2, 72.6, 94.4, 1505.4]"
0.5,0.6000000000000001,Albany,12121,27,"[32.0, 36.6, 42.1, 45.4, 50.7, 53.6, 62.9, 71.7, 96.1, 280.1]"
0.5,0.6000000000000001,Albany,12121,28,"[20.2, 23.9, 27.5, 29.9, 36.5, 43.6, 50.9, 66.6, 86.2, 445.9]"
0.5,0.6000000000000001,Albany,12121,29,"[22.1, 26.7, 29.1, 33.3, 39.9, 46.4, 52.3, 71.5, 92.5, 357.8]"
0.5,0.6000000000000001,Albany,12084,0,"[16.3, 21.9, 27.0, 29.8, 33.5, 40.1, 49.6, 62.7, 98.5, 475.8]"
0.5,0.6000000000000001,Albany,12084,1,"[25.2, 32.1, 38.0, 43.5, 50.9, 55.3, 65.5, 79.7, 101.5, 1051.3]"
0.5,0.6000000000000001,Albany,12084,2,"[29.2, 35.1, 38.5, 43.6, 48.4, 58.7, 65.0, 75.0, 105.4, 630.0]"
0.5,0.6000000000000001,Albany,12084,3,"[16.4, 22.7, 27.0, 31.6, 36.6, 43.7, 52.1, 59.5, 79.8, 252.3]"
0.5,0.6000000000000001,Albany,12084,4,"[34.3, 39.8, 44.2, 49.1, 55.0, 60.3, 68.2, 81.4, 112.9, 292.5]"
0.5,0.6000000000000001,Albany,12084,5,"[10.5, 15.3, 19.0, 22.7, 30.8, 44.1, 53.1, 66.6, 102.0, 476.7]"
0.5,0.6000000000000001,Albany,12084,6,"[24.5, 28.9, 31.9, 37.5, 42.0, 44.9, 53.2, 64.5, 86.1, 528.9]"
0.5,0.6000000000000001,Albany,12084,7,"[19.5, 25.9, 31.4, 33.5, 36.9, 44.4, 50.2, 57.6, 79.8, 293.5]"
0.5,0.6000000000000001,Albany,12084,8,"[6.6, 13.1, 17.9, 22.8, 33.5, 39.9, 51.6, 62.1, 98.0, 338.7]"
0.5,0.6000000000000001,Albany,12084,9,"[29.2, 31.5, 34.1, 37.2, 40.5, 46.5, 52.1, 64.2, 86.1, 567.3]"
0.5,0.6000000000000001,Albany,12084,10,"[15.8, 20.4, 24.4, 29.4, 34.4, 37.7, 45.8, 55.3, 80.7, 549.8]"
0.5,0.6000000000000001,Albany,12084,11,"[23.9, 28.4, 35.2, 38.4, 43.6, 52.4, 64.6, 80.5, 99.1, 258.7]"
0.5,0.6000000000000001,Albany,12084,12,"[16.0, 22.3, 28.4, 33.3, 36.4, 42.0, 53.3, 67.8, 86.4, 555.9]"
0.5,0.6000000000000001,Albany,12084,13,"[21.2, 24.7, 30.5, 34.2, 37.1, 46.2, 53.8, 67.0, 91.0, 284.5]"
0.5,0.6000000000000001,Albany,12084,14,"[40.8, 44.3, 47.1, 52.0, 55.5, 61.6, 67.8, 82.3, 100.8, 362.6]"
0.5,0.6000000000000001,Albany,12084,15,"[52.7, 56.4, 60.7, 65.8, 74.9, 85.5, 102.7, 117.1, 149.2, 295.6]"
0.5,0.6000000000000001,Albany,12084,16,"[50.0, 53.9, 59.0, 63.1, 69.2, 76.8, 84.3, 97.0, 122.5, 318.8]"
0.5,0.6000000000000001,Albany,12084,17,"[13.8, 20.3, 22.4, 25.5, 29.9, 34.9, 45.4, 55.6, 89.9, 1305.1]"
0.5,0.6000000000000001,Albany,12084,18,"[21.3, 25.2, 31.7, 35.7, 42.0, 50.2, 59.3, 79.0, 104.8, 389.5]"
0.5,0.6000000000000001,Albany,12084,19,"[15.2, 21.0, 25.1, 28.7, 35.0, 39.6, 48.9, 56.9, 68.2, 691.1]"
0.5,0.6000000000000001,Albany,12084,20,"[16.7, 22.1, 27.4, 32.7, 42.8, 49.7, 59.0, 68.3, 81.3, 221.5]"
0.5,0.6000000000000001,Albany,12084,21,"[14.3, 18.7, 23.2, 28.3, 36.1, 38.9, 47.1, 57.4, 90.4, 540.8]"
0.5,0.6000000000000001,Albany,12084,22,"[43.8, 50.8, 55.3, 59.0, 62.7, 70.9, 76.1, 88.4, 112.3, 561.7]"
0.5,0.6000000000000001,Albany,12084,23,"[11.0, 15.5, 22.6, 29.2, 37.2, 43.8, 48.9, 57.5, 75.6, 448.3]"
0.5,0.6000000000000001,Albany,12084,24,"[11.3, 15.6, 18.5, 23.2, 27.9, 33.5, 38.4, 51.3, 77.1, 340.4]"
0.5,0.6000000000000001,Albany,12084,25,"[15.5, 18.1, 21.2, 25.6, 30.2, 37.1, 43.5, 57.7, 93.6, 369.9]"
0.5,0.6000000000000001,Albany,12084,26,"[29.3, 35.0, 40.7, 45.2, 51.2, 57.6, 63.6, 76.7, 103.6, 296.0]"
0.5,0.6000000000000001,Albany,12084,27,"[52.1, 56.0, 60.9, 65.0, 70.2, 74.4, 81.8, 90.5, 119.3, 277.2]"
0.5,0.6000000000000001,Albany,12084,28,"[15.4, 19.5, 25.2, 30.8, 33.5, 45.7, 57.7, 73.5, 104.3, 256.3]"
0.5,0.6000000000000001,Albany,12084,29,"[21.3, 28.9, 33.2, 37.7, 42.4, 48.9, 59.8, 75.3, 122.4, 251.7]"
0.5,0.6000000000000001,Albany,12010,0,"[43.1, 46.9, 53.2, 55.3, 60.6, 67.6, 73.4, 86.8, 115.2, 667.7]"
0.5,0.6000000000000001,Albany,12010,1,"[17.6, 24.0, 29.4, 33.2, 38.3, 43.7, 50.8, 68.8, 94.9, 629.4]"
0.5,0.6000000000000001,Albany,12010,2,"[9.1, 13.2, 17.2, 20.3, 28.2, 33.7, 40.4, 51.4, 68.1, 788.6]"
0.5,0.6000000000000001,Albany,12010,3,"[9.0, 15.6, 20.8, 27.1, 34.3, 41.0, 56.8, 72.8, 109.6, 230.4]"
0.5,0.6000000000000001,Albany,12010,4,"[20.1, 26.0, 28.5, 31.1, 35.7, 42.1, 51.7, 68.9, 92.1, 721.6]"
0.5,0.6000000000000001,Albany,12010,5,"[14.8, 17.7, 21.3, 24.4, 28.4, 34.6, 45.4, 64.9, 92.6, 575.3]"
0.5,0.6000000000000001,Albany,12010,6,"[14.7, 17.9, 21.2, 24.4, 31.7, 37.4, 48.0, 58.0, 96.4, 780.0]"
0.5,0.6000000000000001,Albany,12010,7,"[23.4, 28.4, 31.8, 38.1, 41.6, 45.4, 49.4, 61.3, 102.7, 432.7]"
0.5,0.6000000000000001,Albany,12010,8,"[15.9, 21.5, 26.6, 29.2, 33.8, 40.8, 50.2, 57.2, 77.9, 519.8]"
0.5,0.6000000000000001,Albany,12010,9,"[14.3, 19.8, 22.5, 28.0, 31.2, 34.6, 42.5, 50.2, 69.9, 1345.3]"
0.5,0.6000000000000001,Albany,12010,10,"[12.3, 16.4, 21.8, 24.8, 28.5, 33.8, 42.3, 51.5, 76.8, 165.2]"
0.5,0.6000000000000001,Albany,12010,11,"[23.8, 30.2, 33.1, 38.1, 42.1, 50.1, 57.0, 67.6, 129.5, 371.2]"
0.5,0.6000000000000001,Albany,12010,12,"[19.2, 24.5, 30.0, 33.7, 40.1, 44.8, 51.0, 75.3, 96.9, 353.1]"
0.5,0.6000000000000001,Albany,12010,13,"[13.4, 18.0, 23.2, 26.0, 30.2, 35.5, 40.6, 55.1, 81.7, 218.6]"
0.5,0.6000000000000001,Albany,12010,14,"[14.6, 17.1, 19.3, 23.7, 26.6, 33.0, 43.6, 58.1, 80.3, 341.9]"
0.5,0.6000000000000001,Albany,12010,15,"[22.1, 25.6, 30.4, 34.2, 40.1, 45.4, 52.0, 66.0, 93.6, 453.3]"
0.5,0.6000000000000001,Albany,12010,16,"[9.3, 13.5, 16.6, 20.4, 25.0, 29.9, 38.9, 47.7, 81.7, 1267.7]"
0.5,0.6000000000000001,Albany,12010,17,"[9.1, 15.2, 20.1, 25.9, 29.6, 35.4, 43.5, 55.2, 80.8, 535.0]"
0.5,0.6000000000000001,Albany,12010,18,"[10.2, 14.0, 21.0, 29.5, 38.6, 51.6, 61.2, 79.1, 112.5, 651.0]"
0.5,0.6000000000000001,Albany,12010,19,"[17.3, 25.8, 30.8, 35.8, 42.4, 50.9, 60.3, 68.9, 86.5, 448.6]"
0.5,0.6000000000000001,Albany,12010,20,"[12.2, 14.2, 19.1, 22.8, 29.4, 35.4, 40.5, 56.0, 73.2, 280.0]"
0.5,0.6000000000000001,Albany,12010,21,"[31.7, 37.5, 41.1, 45.3, 48.9, 52.3, 62.3, 72.6, 105.8, 466.3]"
