beta,size,network,seed,realization,times
0.5,0.6000000000000001,Albany,12010,22,"[13.5, 15.9, 19.5, 22.1, 27.3, 33.2, 47.7, 72.5, 97.2, 455.2]"
0.5,0.6000000000000001,Albany,12010,23,"[13.4, 21.8, 25.2, 27.6, 30.1, 35.2, 41.1, 54.9, 76.6, 673.0]"
0.5,0.6000000000000001,Albany,12010,24,"[15.3, 19.2, 23.7, 31.2, 38.5, 46.6, 53.5, 63.2, 102.0, 301.0]"
0.5,0.6000000000000001,Albany,12010,25,"[12.0, 19.3, 23.2, 27.0, 31.5, 39.8, 45.6, 55.4, 84.4, 707.3]"
0.5,0.6000000000000001,Albany,12010,26,"[13.5, 16.4, 19.8, 24.3, 31.3, 44.1, 50.2, 67.9, 97.6, 728.8]"
0.5,0.6000000000000001,Albany,12010,27,"[25.0, 31.9, 36.0, 39.6, 42.6, 46.6, 55.7, 68.7, 82.5, 243.3]"
0.5,0.6000000000000001,Albany,12010,28,"[20.4, 24.1, 28.3, 34.3, 39.3, 46.2, 53.4, 70.5, 106.7, 937.9]"
0.5,0.6000000000000001,Albany,12010,29,"[21.4, 23.9, 29.2, 36.3, 40.5, 45.6, 54.9, 80.0, 112.3, 471.0]"
0.5,0.6000000000000001,Albany,12059,0,"[45.9, 51.5, 57.7, 65.0, 68.7, 74.7, 90.1, 97.6, 145.8, 564.3]"
0.5,0.6000000000000001,Albany,12059,1,"[35.7, 40.0, 43.8, 47.9, 52.4, 58.0, 68.6, 80.7, 101.5, 1072.9]"
0.5,0.6000000000000001,Albany,12059,2,"[52.7, 58.4, 61.1, 63.9, 68.9, 72.6, 82.1, 99.2, 122.4, 218.6]"
0.5,0.6000000000000001,Albany,12059,3,"[31.6, 36.6, 39.2, 43.3, 47.3, 50.9, 62.0, 75.7, 104.6, 293.6]"
0.5,0.6000000000000001,Albany,12059,4,"[34.7, 43.1, 50.3, 56.2, 60.1, 69.3, 76.0, 91.7, 130.6, 762.8]"
0.5,0.6000000000000001,Albany,12059,5,"[19.9, 43.8, 48.9, 53.5, 59.6, 65.7, 72.4, 80.9, 91.9, 567.6]"
0.5,0.6000000000000001,Albany,12059,6,"[45.8, 51.0, 57.8, 63.3, 66.8, 74.1, 85.6, 109.3, 138.7, 406.6]"
0.5,0.6000000000000001,Albany,12059,7,"[55.1, 59.6, 63.8, 66.8, 70.9, 79.7, 90.2, 107.3, 137.5, 685.2]"
0.5,0.6000000000000001,Albany,12059,8,"[56.9, 60.9, 64.5, 69.7, 73.7, 81.5, 91.8, 100.5, 137.2, 526.2]"
0.5,0.6000000000000001,Albany,12059,9,"[29.1, 33.7, 38.3, 42.3, 45.9, 50.7, 57.2, 65.5, 90.0, 589.1]"
0.5,0.6000000000000001,Albany,12059,10,"[18.2, 21.8, 26.9, 32.1, 40.9, 49.2, 60.8, 76.2, 111.8, 202.4]"
0.5,0.6000000000000001,Albany,12059,11,"[61.9, 66.6, 71.0, 73.6, 78.9, 88.4, 96.4, 106.0, 132.1, 279.7]"
0.5,0.6000000000000001,Albany,12059,12,"[27.0, 33.5, 38.3, 41.9, 47.8, 55.9, 71.2, 82.7, 105.5, 298.7]"
0.5,0.6000000000000001,Albany,12059,13,"[18.0, 28.6, 33.1, 39.2, 43.0, 47.3, 53.2, 68.7, 97.8, 324.0]"
0.5,0.6000000000000001,Albany,12059,14,"[63.0, 70.3, 73.0, 76.0, 80.7, 84.0, 90.6, 106.4, 127.0, 664.3]"
0.5,0.6000000000000001,Albany,12059,15,"[55.7, 60.4, 65.3, 69.1, 73.0, 79.8, 90.4, 110.3, 132.7, 458.4]"
0.5,0.6000000000000001,Albany,12059,16,"[32.0, 36.3, 41.6, 46.7, 49.1, 57.0, 62.7, 81.2, 123.1, 639.4]"
0.5,0.6000000000000001,Albany,12059,17,"[58.7, 71.3, 74.3, 77.7, 82.1, 85.4, 94.1, 111.0, 131.8, 938.5]"
0.5,0.6000000000000001,Albany,12059,18,"[12.5, 17.2, 21.2, 25.8, 32.6, 34.6, 41.1, 47.8, 88.9, 642.5]"
0.5,0.6000000000000001,Albany,12059,19,"[19.8, 24.8, 29.3, 33.3, 36.6, 44.3, 52.6, 63.1, 80.5, 299.5]"
0.5,0.6000000000000001,Albany,12059,20,"[34.0, 39.9, 41.9, 45.4, 49.1, 52.1, 64.6, 83.9, 114.4, 455.0]"
0.5,0.6000000000000001,Albany,12059,21,"[21.2, 26.7, 30.8, 33.9, 40.7, 48.9, 59.2, 75.4, 102.8, 413.6]"
0.5,0.6000000000000001,Albany,12059,22,"[23.3, 27.9, 32.4, 36.2, 40.0, 45.7, 53.5, 68.2, 91.6, 245.0]"
0.5,0.6000000000000001,Albany,12059,23,"[44.0, 48.5, 52.5, 56.2, 60.0, 63.6, 69.4, 91.3, 113.5, 314.5]"
0.5,0.6000000000000001,Albany,12059,24,"[77.5, 83.6, 89.3, 93.0, 96.7, 103.8, 109.9, 121.1, 146.0, 507.5]"
0.5,0.6000000000000001,Albany,12059,25,"[41.7, 47.1, 49.9, 55.1, 59.0, 66.3, 73.6, 82.3, 104.3, 531.9]"
0.5,0.6000000000000001,Albany,12059,26,"[31.3, 38.7, 41.5, 46.7, 54.2, 64.3, 73.3, 87.2, 119.5, 355.6]"
0.5,0.6000000000000001,Albany,12059,27,"[56.9, 60.3, 64.3, 67.9, 71.9, 79.1, 86.4, 96.8, 125.2, 1092.3]"
0.5,0.6000000000000001,Albany,12059,28,"[25.2, 33.6, 37.7, 42.4, 45.7, 54.6, 70.2, 86.4, 103.6, 272.0]"
0.5,0.6000000000000001,Albany,12059,29,"[31.9, 35.5, 38.6, 42.8, 45.1, 50.9, 55.2, 65.4, 85.2, 596.4]"
0.5,0.6000000000000001,Albany,12822,0,"[19.4, 25.6, 29.4, 33.3, 37.2, 41.5, 49.3, 66.2, 104.1, 307.3]"
0.5,0.6000000000000001,Albany,12822,1,"[40.1, 46.7, 49.5, 52.6, 55.0, 64.7, 78.7, 84.3, 102.8, 436.8]"
0.5,0.6000000000000001,Albany,12822,2,"[22.7, 31.4, 35.4, 42.3, 53.8, 60.1, 70.5, 83.3, 111.7, 2164.9]"
0.5,0.6000000000000001,Albany,12822,3,"[16.4, 20.8, 24.8, 29.5, 44.0, 57.8, 65.6, 77.5, 105.6, 276.1]"
0.5,0.6000000000000001,Albany,12822,4,"[32.4, 36.0, 42.0, 48.0, 55.1, 66.2, 74.9, 88.0, 114.1, 322.7]"
0.5,0.6000000000000001,Albany,12822,5,"[52.0, 57.6, 59.8, 64.5, 70.3, 74.6, 83.5, 94.6, 120.4, 243.0]"
0.5,0.6000000000000001,Albany,12822,6,"[15.2, 18.8, 21.9, 27.0, 32.3, 36.7, 46.5, 55.9, 83.0, 817.2]"
0.5,0.6000000000000001,Albany,12822,7,"[49.8, 53.7, 59.7, 65.1, 70.1, 76.0, 82.6, 95.7, 122.3, 561.3]"
0.5,0.6000000000000001,Albany,12822,8,"[39.5, 44.5, 49.1, 53.2, 55.8, 60.5, 64.7, 80.6, 126.1, 627.0]"
0.5,0.6000000000000001,Albany,12822,9,"[28.0, 34.9, 39.8, 42.5, 48.8, 51.4, 55.7, 72.2, 98.7, 429.8]"
0.5,0.6000000000000001,Albany,12822,10,"[16.2, 22.2, 27.2, 32.8, 38.2, 44.3, 56.4, 64.9, 78.9, 356.4]"
0.5,0.6000000000000001,Albany,12822,11,"[16.2, 20.9, 24.5, 27.6, 33.3, 44.4, 49.8, 64.6, 112.1, 415.0]"
0.5,0.6000000000000001,Albany,12822,12,"[118.7, 125.6, 129.4, 135.7, 141.2, 148.7, 160.2, 174.7, 200.9, 1050.8]"
0.5,0.6000000000000001,Albany,12822,13,"[46.0, 51.7, 56.0, 62.0, 68.7, 74.7, 79.5, 92.7, 120.3, 1198.3]"
0.5,0.6000000000000001,Albany,12822,14,"[28.7, 37.7, 42.3, 47.3, 52.8, 59.7, 66.3, 78.5, 108.5, 482.9]"
0.5,0.6000000000000001,Albany,12822,15,"[27.5, 31.4, 37.9, 43.0, 48.1, 55.2, 69.5, 81.8, 119.3, 480.4]"
0.5,0.6000000000000001,Albany,12822,16,"[29.8, 33.6, 38.1, 43.5, 48.0, 55.8, 61.2, 76.2, 109.4, 768.8]"
0.5,0.6000000000000001,Albany,12822,17,"[35.5, 46.4, 49.8, 54.8, 62.4, 67.5, 83.3, 96.7, 111.9, 503.5]"
0.5,0.6000000000000001,Albany,12822,18,"[52.4, 57.1, 61.7, 64.7, 70.4, 76.7, 84.7, 101.7, 138.7, 1324.6]"
0.5,0.6000000000000001,Albany,12822,19,"[27.2, 32.6, 36.6, 40.3, 46.4, 52.0, 61.3, 71.6, 97.2, 330.9]"
0.5,0.6000000000000001,Albany,12822,20,"[36.0, 44.1, 47.1, 51.3, 55.9, 61.8, 68.4, 90.7, 114.3, 391.2]"
0.5,0.6000000000000001,Albany,12822,21,"[37.1, 40.2, 43.8, 48.1, 55.1, 64.1, 82.1, 95.2, 120.9, 616.0]"
0.5,0.6000000000000001,Albany,12822,22,"[12.6, 18.4, 22.8, 27.2, 32.1, 38.3, 45.6, 60.6, 106.7, 593.0]"
0.5,0.6000000000000001,Albany,12822,23,"[18.3, 20.8, 23.9, 27.6, 34.5, 40.9, 48.1, 66.6, 90.5, 861.0]"
0.5,0.6000000000000001,Albany,12822,24,"[9.4, 14.3, 20.1, 23.9, 33.5, 42.4, 49.3, 63.9, 88.8, 375.6]"
0.5,0.6000000000000001,Albany,12822,25,"[43.5, 49.2, 53.3, 58.1, 62.4, 67.6, 72.4, 82.1, 109.8, 428.2]"
0.5,0.6000000000000001,Albany,12822,26,"[49.8, 53.8, 57.3, 62.1, 66.5, 74.3, 87.0, 100.3, 133.5, 655.9]"
0.5,0.6000000000000001,Albany,12822,27,"[47.6, 55.7, 59.0, 65.3, 69.7, 76.3, 84.5, 105.9, 133.5, 1494.2]"
0.5,0.6000000000000001,Albany,12822,28,"[38.5, 42.8, 47.3, 49.5, 55.2, 60.7, 69.5, 80.1, 98.1, 385.0]"
0.5,0.6000000000000001,Albany,12822,29,"[103.3, 108.5, 111.5, 116.5, 120.3, 124.7, 129.8, 142.6, 170.5, 275.9]"
0.5,0.6000000000000001,Albany,12193,0,"[25.8, 34.1, 37.0, 42.7, 47.4, 54.5, 59.7, 71.0, 90.9, 378.9]"
0.5,0.6000000000000001,Albany,12193,1,"[32.5, 37.0, 40.3, 43.6, 49.9, 55.4, 64.1, 74.9, 97.1, 803.4]"
0.5,0.6000000000000001,Albany,12193,2,"[24.0, 29.6, 33.4, 38.6, 42.4, 49.7, 61.0, 76.1, 98.4, 1054.4]"
0.5,0.6000000000000001,Albany,12193,3,"[38.1, 42.5, 45.2, 49.1, 53.5, 59.2, 64.5, 78.6, 103.6, 262.5]"
0.5,0.6000000000000001,Albany,12193,4,"[19.4, 22.8, 26.2, 28.4, 31.4, 37.8, 43.0, 58.8, 90.8, 1028.3]"
0.5,0.6000000000000001,Albany,12193,5,"[57.7, 61.7, 65.8, 68.9, 73.3, 78.2, 85.7, 89.7, 110.6, 886.3]"
0.5,0.6000000000000001,Albany,12193,6,"[44.0, 50.0, 53.8, 57.3, 60.2, 64.4, 71.8, 84.8, 103.7, 345.1]"
0.5,0.6000000000000001,Albany,12193,7,"[43.8, 52.2, 57.0, 60.8, 67.7, 72.5, 80.8, 95.5, 130.3, 315.3]"
0.5,0.6000000000000001,Albany,12193,8,"[61.2, 63.7, 67.1, 69.5, 73.0, 79.8, 83.9, 92.6, 125.9, 488.9]"
0.5,0.6000000000000001,Albany,12193,9,"[53.0, 59.3, 65.0, 68.3, 72.4, 77.6, 87.6, 95.0, 113.5, 367.5]"
0.5,0.6000000000000001,Albany,12193,10,"[16.4, 22.7, 26.9, 30.8, 33.7, 41.3, 49.0, 70.1, 109.5, 277.6]"
0.5,0.6000000000000001,Albany,12193,11,"[38.6, 44.9, 49.5, 54.3, 58.7, 65.3, 72.3, 87.2, 110.8, 766.7]"
0.5,0.6000000000000001,Albany,12193,12,"[28.0, 36.0, 42.3, 45.5, 52.9, 58.1, 65.7, 77.7, 123.0, 587.6]"
0.5,0.6000000000000001,Albany,12193,13,"[30.8, 33.5, 38.2, 41.1, 46.1, 53.9, 61.8, 79.6, 108.9, 597.9]"
0.5,0.6000000000000001,Albany,12193,14,"[27.1, 34.2, 38.2, 41.7, 44.5, 49.3, 58.4, 67.6, 101.6, 953.3]"
0.5,0.6000000000000001,Albany,12193,15,"[29.2, 36.0, 41.6, 45.4, 50.5, 56.8, 64.0, 75.9, 98.8, 318.9]"
0.5,0.6000000000000001,Albany,12193,16,"[43.0, 49.4, 53.7, 57.6, 60.6, 66.6, 71.2, 85.3, 103.6, 724.6]"
0.5,0.6000000000000001,Albany,12193,17,"[18.2, 23.4, 26.7, 31.0, 35.8, 42.0, 50.5, 65.7, 87.4, 197.6]"
0.5,0.6000000000000001,Albany,12193,18,"[37.9, 48.9, 51.7, 55.7, 61.4, 65.7, 73.1, 85.5, 129.7, 417.7]"
0.5,0.6000000000000001,Albany,12193,19,"[55.3, 62.0, 67.8, 72.6, 77.4, 82.1, 94.0, 111.6, 147.5, 354.3]"
0.5,0.6000000000000001,Albany,12193,20,"[24.1, 32.9, 37.3, 40.9, 43.5, 47.8, 57.3, 76.5, 108.3, 739.9]"
0.5,0.6000000000000001,Albany,12193,21,"[30.0, 34.4, 39.1, 43.3, 50.2, 56.8, 60.9, 80.2, 93.0, 807.4]"
0.5,0.6000000000000001,Albany,12193,22,"[35.4, 43.2, 49.6, 54.1, 58.6, 65.8, 74.7, 87.3, 105.0, 288.9]"
0.5,0.6000000000000001,Albany,12193,23,"[69.6, 77.6, 80.1, 84.4, 88.4, 93.1, 96.7, 106.9, 130.8, 960.8]"
0.5,0.6000000000000001,Albany,12193,24,"[43.8, 50.3, 54.5, 57.5, 65.1, 77.9, 90.3, 103.6, 130.0, 523.3]"
0.5,0.6000000000000001,Albany,12193,25,"[45.4, 48.6, 52.5, 58.4, 67.9, 75.7, 88.0, 98.0, 129.8, 831.6]"
0.5,0.6000000000000001,Albany,12193,26,"[43.6, 48.5, 51.1, 53.5, 58.7, 65.8, 74.9, 97.1, 120.8, 1278.8]"
0.5,0.6000000000000001,Albany,12193,27,"[30.8, 35.5, 40.9, 47.6, 56.5, 66.9, 73.5, 83.2, 112.5, 367.9]"
0.5,0.6000000000000001,Albany,12193,28,"[18.3, 23.0, 27.5, 30.7, 34.7, 40.3, 49.2, 60.3, 87.9, 243.7]"
0.5,0.6000000000000001,Albany,12193,29,"[20.7, 25.4, 29.2, 32.3, 37.7, 43.2, 47.3, 55.1, 76.4, 774.0]"
0.5,0.6000000000000001,Albany,12186,0,"[23.4, 28.7, 31.4, 36.0, 39.8, 48.0, 55.4, 68.0, 79.7, 410.1]"
0.5,0.6000000000000001,Albany,12186,1,"[17.6, 20.9, 25.3, 28.8, 32.9, 41.0, 49.7, 64.4, 106.1, 617.5]"
0.5,0.6000000000000001,Albany,12186,2,"[9.9, 13.0, 17.6, 22.1, 28.8, 35.5, 41.4, 51.7, 74.5, 1724.2]"
0.5,0.6000000000000001,Albany,12186,3,"[16.1, 20.2, 22.8, 28.5, 35.5, 44.4, 60.1, 78.4, 107.3, 420.4]"
0.5,0.6000000000000001,Albany,12186,4,"[12.6, 17.3, 22.1, 24.7, 28.3, 34.6, 43.7, 55.1, 81.8, 558.4]"
0.5,0.6000000000000001,Albany,12186,5,"[21.7, 25.6, 30.4, 35.2, 41.1, 48.5, 54.2, 63.8, 93.6, 245.6]"
0.5,0.6000000000000001,Albany,12186,6,"[22.3, 26.0, 29.8, 34.4, 38.2, 44.5, 52.0, 69.3, 91.2, 1229.7]"
0.5,0.6000000000000001,Albany,12186,7,"[24.0, 29.4, 33.0, 37.5, 42.6, 48.8, 59.6, 74.2, 116.2, 934.2]"
0.5,0.6000000000000001,Albany,12186,8,"[13.4, 17.1, 22.8, 27.1, 31.8, 41.1, 50.7, 64.4, 99.6, 507.8]"
0.5,0.6000000000000001,Albany,12186,9,"[13.8, 19.9, 23.8, 29.7, 34.2, 39.5, 48.3, 61.6, 84.7, 554.9]"
0.5,0.6000000000000001,Albany,12186,10,"[23.8, 28.2, 33.4, 39.0, 42.6, 47.3, 53.8, 69.2, 102.4, 423.7]"
0.5,0.6000000000000001,Albany,12186,11,"[47.2, 53.1, 57.6, 60.7, 64.2, 68.2, 75.9, 89.6, 103.8, 785.3]"
0.5,0.6000000000000001,Albany,12186,12,"[37.2, 43.4, 51.7, 56.1, 60.0, 75.2, 84.5, 97.0, 122.8, 648.0]"
0.5,0.6000000000000001,Albany,12186,13,"[21.7, 26.4, 31.2, 34.2, 37.7, 46.0, 55.1, 61.4, 84.4, 623.7]"
0.5,0.6000000000000001,Albany,12186,14,"[12.0, 15.9, 18.7, 24.5, 27.6, 37.8, 47.3, 63.0, 87.3, 438.5]"
0.5,0.6000000000000001,Albany,12186,15,"[15.4, 19.1, 20.7, 26.4, 30.0, 34.1, 43.7, 58.9, 87.6, 568.7]"
0.5,0.6000000000000001,Albany,12186,16,"[14.2, 19.0, 22.9, 27.9, 35.8, 39.3, 46.7, 60.0, 79.4, 741.8]"
0.5,0.6000000000000001,Albany,12186,17,"[22.3, 29.4, 31.6, 34.8, 39.5, 48.9, 58.7, 72.3, 105.4, 801.3]"
0.5,0.6000000000000001,Albany,12186,18,"[25.3, 30.7, 34.7, 41.2, 46.9, 60.9, 68.1, 80.5, 107.1, 471.4]"
0.5,0.6000000000000001,Albany,12186,19,"[19.5, 24.4, 28.5, 32.8, 38.4, 44.1, 53.5, 61.3, 79.1, 299.6]"
0.5,0.6000000000000001,Albany,12186,20,"[14.5, 18.0, 20.8, 24.4, 27.4, 32.9, 39.0, 49.7, 68.7, 1174.4]"
0.5,0.6000000000000001,Albany,12186,21,"[27.4, 33.9, 39.2, 44.2, 50.3, 58.3, 65.0, 73.3, 101.7, 516.6]"
0.5,0.6000000000000001,Albany,12186,22,"[19.2, 25.8, 28.7, 32.0, 38.9, 45.4, 53.0, 63.1, 90.4, 330.1]"
0.5,0.6000000000000001,Albany,12186,23,"[24.2, 29.7, 34.4, 39.1, 44.5, 50.0, 56.9, 65.8, 93.3, 558.8]"
0.5,0.6000000000000001,Albany,12186,24,"[15.5, 20.2, 24.5, 28.2, 32.4, 38.1, 46.7, 58.7, 80.8, 223.0]"
0.5,0.6000000000000001,Albany,12186,25,"[13.5, 16.8, 20.7, 27.8, 31.5, 37.5, 45.2, 59.0, 74.2, 194.1]"
0.5,0.6000000000000001,Albany,12186,26,"[26.1, 31.6, 35.4, 40.2, 49.2, 56.1, 65.9, 77.9, 104.7, 253.5]"
0.5,0.6000000000000001,Albany,12186,27,"[21.4, 27.4, 32.2, 37.5, 41.3, 46.0, 53.9, 66.8, 98.2, 1041.6]"
0.5,0.6000000000000001,Albany,12186,28,"[21.4, 27.6, 31.7, 33.9, 39.2, 46.0, 54.2, 71.5, 94.8, 216.7]"
0.5,0.6000000000000001,Albany,12186,29,"[16.0, 20.4, 26.4, 30.3, 37.1, 45.7, 51.8, 60.7, 108.6, 492.8]"
0.5,0.6000000000000001,Albany,12089,0,"[212.1, 220.3, 224.4, 230.8, 234.2, 238.3, 245.3, 255.4, 277.3, 835.3]"
0.5,0.6000000000000001,Albany,12089,1,"[246.0, 253.2, 257.1, 260.4, 267.7, 273.6, 281.0, 299.2, 313.1, 710.0]"
0.5,0.6000000000000001,Albany,12089,2,"[106.7, 116.2, 120.0, 122.7, 125.3, 135.0, 145.8, 158.8, 204.8, 855.7]"
0.5,0.6000000000000001,Albany,12089,3,"[82.0, 87.1, 91.1, 96.3, 104.1, 108.6, 117.7, 128.1, 153.9, 308.9]"
0.5,0.6000000000000001,Albany,12089,4,"[223.4, 228.0, 233.8, 237.9, 242.8, 258.2, 267.8, 280.2, 297.1, 765.1]"
0.5,0.6000000000000001,Albany,12089,5,"[154.3, 161.6, 166.2, 171.4, 176.6, 180.7, 187.0, 198.1, 217.9, 1089.8]"
0.5,0.6000000000000001,Albany,12089,6,"[257.1, 260.4, 264.5, 268.5, 272.7, 278.7, 284.0, 294.0, 314.7, 432.3]"
0.5,0.6000000000000001,Albany,12089,7,"[165.4, 170.0, 175.5, 180.4, 183.6, 191.1, 199.7, 209.9, 240.3, 642.7]"
0.5,0.6000000000000001,Albany,12089,8,"[41.4, 46.4, 49.8, 55.3, 61.5, 70.9, 77.1, 87.2, 109.6, 524.7]"
0.5,0.6000000000000001,Albany,12089,9,"[149.4, 154.2, 158.5, 166.3, 171.4, 176.8, 188.4, 204.7, 224.0, 787.0]"
0.5,0.6000000000000001,Albany,12089,10,"[111.1, 115.7, 119.3, 122.6, 129.3, 136.2, 147.4, 158.8, 183.2, 1237.2]"
0.5,0.6000000000000001,Albany,12089,11,"[52.5, 60.0, 64.8, 69.0, 75.4, 79.2, 88.1, 98.3, 126.7, 457.5]"
0.5,0.6000000000000001,Albany,12089,12,"[89.9, 96.7, 104.4, 108.9, 117.2, 126.6, 142.5, 162.3, 191.2, 2537.8]"
0.5,0.6000000000000001,Albany,12089,13,"[58.2, 62.3, 67.4, 70.9, 76.5, 81.5, 94.7, 107.8, 137.9, 367.4]"
0.5,0.6000000000000001,Albany,12089,14,"[60.4, 73.8, 78.1, 81.0, 84.3, 90.0, 98.4, 113.0, 141.7, 1880.0]"
0.5,0.6000000000000001,Albany,12089,15,"[192.6, 197.0, 202.3, 205.7, 208.4, 214.5, 221.4, 236.8, 284.6, 2407.2]"
0.5,0.6000000000000001,Albany,12089,16,"[64.9, 70.3, 73.7, 77.4, 85.6, 91.9, 104.6, 117.3, 136.0, 532.2]"
0.5,0.6000000000000001,Albany,12089,17,"[187.8, 193.6, 199.3, 203.1, 211.0, 218.8, 228.3, 260.0, 278.1, 1191.6]"
0.5,0.6000000000000001,Albany,12089,18,"[81.6, 87.9, 95.3, 98.4, 103.9, 114.8, 126.2, 133.8, 157.5, 2116.5]"
0.5,0.6000000000000001,Albany,12089,19,"[69.5, 75.1, 76.9, 80.6, 87.0, 95.6, 103.4, 109.7, 133.6, 464.3]"
0.5,0.6000000000000001,Albany,12089,20,"[108.0, 111.7, 115.1, 118.5, 123.5, 132.6, 139.5, 148.6, 165.6, 643.3]"
0.5,0.6000000000000001,Albany,12089,21,"[80.7, 84.1, 87.9, 92.1, 97.0, 107.5, 113.9, 130.1, 159.8, 494.3]"
0.5,0.6000000000000001,Albany,12089,22,"[67.2, 70.6, 74.0, 78.7, 88.9, 97.5, 107.6, 117.7, 134.1, 546.8]"
0.5,0.6000000000000001,Albany,12089,23,"[115.9, 121.4, 125.6, 127.7, 131.5, 137.5, 144.5, 152.9, 183.3, 1454.4]"
0.5,0.6000000000000001,Albany,12089,24,"[231.6, 236.8, 239.8, 244.2, 247.7, 253.1, 263.1, 271.9, 290.2, 446.9]"
0.5,0.6000000000000001,Albany,12089,25,"[96.7, 103.6, 107.2, 112.9, 117.7, 125.7, 129.7, 138.4, 170.1, 668.3]"
0.5,0.6000000000000001,Albany,12089,26,"[57.1, 63.2, 66.8, 71.1, 74.6, 79.2, 86.8, 103.5, 127.0, 1334.2]"
0.5,0.6000000000000001,Albany,12089,27,"[94.3, 97.8, 101.8, 107.0, 111.9, 118.4, 124.5, 144.2, 161.9, 320.1]"
0.5,0.6000000000000001,Albany,12089,28,"[48.5, 62.1, 65.4, 69.2, 78.3, 87.5, 98.5, 114.2, 143.4, 231.5]"
0.5,0.6000000000000001,Albany,12089,29,"[173.1, 177.6, 182.1, 186.2, 192.5, 200.2, 204.6, 219.4, 249.9, 444.6]"
0.5,0.6000000000000001,Albany,12031,0,"[100.9, 107.2, 111.2, 114.3, 119.0, 123.5, 132.2, 143.7, 173.8, 286.7]"
0.5,0.6000000000000001,Albany,12031,1,"[49.5, 60.5, 64.7, 70.5, 77.4, 82.4, 89.3, 94.6, 138.7, 372.9]"
0.5,0.6000000000000001,Albany,12031,2,"[36.3, 43.8, 46.7, 50.2, 54.0, 58.7, 64.6, 80.6, 109.8, 302.2]"
0.5,0.6000000000000001,Albany,12031,3,"[149.4, 153.5, 156.9, 158.2, 161.7, 167.1, 173.4, 184.8, 221.6, 464.0]"
0.5,0.6000000000000001,Albany,12031,4,"[23.3, 34.8, 40.6, 43.7, 48.0, 54.7, 65.2, 78.9, 107.1, 154.9]"
0.5,0.6000000000000001,Albany,12031,5,"[89.3, 103.2, 111.0, 115.2, 117.9, 121.0, 125.4, 131.5, 148.1, 352.9]"
0.5,0.6000000000000001,Albany,12031,6,"[133.8, 151.1, 155.8, 158.2, 162.3, 164.6, 173.3, 183.3, 204.9, 386.5]"
0.5,0.6000000000000001,Albany,12031,7,"[158.9, 169.4, 175.6, 180.9, 185.8, 192.9, 198.9, 216.7, 256.7, 664.2]"
0.5,0.6000000000000001,Albany,12031,8,"[24.1, 40.1, 46.5, 52.4, 56.9, 64.1, 70.2, 78.2, 98.6, 476.5]"
0.5,0.6000000000000001,Albany,12031,9,"[117.7, 125.7, 129.0, 131.5, 133.6, 138.8, 152.5, 167.3, 204.9, 717.8]"
0.5,0.6000000000000001,Albany,12031,10,"[421.4, 427.7, 431.6, 435.3, 441.2, 445.9, 454.9, 478.9, 512.4, 714.0]"
0.5,0.6000000000000001,Albany,12031,11,"[132.6, 150.9, 154.9, 158.8, 162.8, 169.8, 184.3, 203.0, 222.9, 649.5]"
0.5,0.6000000000000001,Albany,12031,12,"[33.7, 45.4, 49.1, 52.3, 55.6, 63.4, 71.4, 80.7, 98.1, 243.9]"
0.5,0.6000000000000001,Albany,12031,13,"[35.7, 46.4, 50.8, 52.7, 57.1, 61.5, 67.2, 83.7, 104.9, 1558.3]"
0.5,0.6000000000000001,Albany,12031,14,"[91.2, 102.3, 107.2, 112.0, 115.8, 122.2, 128.1, 138.7, 155.2, 705.8]"
0.5,0.6000000000000001,Albany,12031,15,"[92.4, 98.6, 102.0, 105.7, 111.4, 116.9, 125.4, 133.7, 177.6, 505.4]"
0.5,0.6000000000000001,Albany,12031,16,"[71.8, 86.3, 92.4, 95.5, 101.0, 105.4, 114.3, 131.9, 153.7, 369.9]"
0.5,0.6000000000000001,Albany,12031,17,"[230.4, 237.3, 244.0, 248.0, 253.9, 257.6, 263.6, 277.4, 295.8, 405.1]"
0.5,0.6000000000000001,Albany,12031,18,"[80.7, 87.3, 90.5, 94.6, 99.9, 107.9, 113.1, 121.9, 142.6, 1022.1]"
0.5,0.6000000000000001,Albany,12031,19,"[75.6, 80.4, 82.8, 85.5, 91.3, 97.2, 103.5, 112.7, 130.0, 310.6]"
0.5,0.6000000000000001,Albany,12031,20,"[123.5, 130.8, 134.2, 138.4, 142.1, 149.0, 158.2, 174.7, 197.4, 298.9]"
0.5,0.6000000000000001,Albany,12031,21,"[112.1, 120.3, 123.0, 126.4, 131.5, 136.2, 142.8, 153.8, 170.0, 236.1]"
0.5,0.6000000000000001,Albany,12031,22,"[48.1, 54.4, 58.7, 62.3, 66.9, 70.2, 76.5, 87.1, 105.5, 744.2]"
0.5,0.6000000000000001,Albany,12031,23,"[37.1, 44.7, 50.7, 53.7, 57.9, 67.2, 75.7, 82.5, 108.3, 375.0]"
0.5,0.6000000000000001,Albany,12031,24,"[138.9, 146.8, 154.2, 158.7, 164.1, 170.2, 177.9, 185.1, 222.5, 474.5]"
0.5,0.6000000000000001,Albany,12031,25,"[62.0, 73.1, 80.8, 87.3, 90.8, 93.7, 102.7, 115.3, 148.3, 547.8]"
0.5,0.6000000000000001,Albany,12031,26,"[38.8, 50.5, 55.8, 59.0, 61.8, 68.0, 75.7, 86.4, 103.6, 512.6]"
0.5,0.6000000000000001,Albany,12031,27,"[375.8, 384.2, 388.9, 393.6, 397.7, 403.3, 410.1, 422.5, 438.6, 684.0]"
