source,target,metric,proximity,s_value,distance,metric_distance
12009,12208,False,0.00932708494471996,1.01238685792771,106.21463414634147,104.91506612774084
12009,12309,False,0.004766768811712632,1.4969862601454138,208.78571428571428,139.47069511876035
12009,12304,False,0.006404050934544642,1.2243424147199058,155.15116279069767,126.72203537618337
12009,12202,False,0.0037477384337037995,1.7181920301311036,265.82758620689657,154.71354862856225
12009,12067,False,0.003097573567372225,1.7338534138181427,321.83333333333337,185.61738308927727
12009,12143,False,0.00220799293442261,2.0575231118342807,451.90000000000003,219.63301282051285
12009,12023,False,0.002774694783573807,1.375143974684042,359.40000000000003,261.35445205479454
12009,12045,False,0.0003097893432465923,11.43007645980326,3227.0,282.3253205128205
12009,12083,False,0.0008019246190858059,4.5982820447349715,1246.0,270.9707642719891
12009,12158,False,0.0039018952062430325,1.3179853935280363,255.28571428571428,193.69388730656203
12009,12170,False,0.00021146119687037428,20.555261356451854,4728.0,230.01410286208707
12009,12077,True,0.005900151285930409,1.0,168.48717948717947,168.48717948717947
12009,12184,False,0.00186219739292365,2.258699375451707,536.0,237.30470988101627
12009,12205,True,0.009689003320008131,1.0,102.2097902097902,102.2097902097902
12009,12207,True,0.00732364028002154,1.0,135.5441176470588,135.5441176470588
12009,12211,False,0.0053772336201191265,1.29974532711857,184.96923076923076,142.31190288584654
12009,12302,False,0.0056323604710701485,1.2864339861786458,176.54545454545453,137.236310951239
12009,12866,False,0.0022055373064289066,2.7446627345225028,452.40425531914894,164.83054534489284
12009,12010,False,0.002279556522640141,2.580102433610355,437.68181818181813,169.63738046995562
12009,12047,False,0.0026354053071610322,2.4120373731016707,378.44827586206895,156.8998391494313
12009,12065,False,0.003318951211417192,2.1869526196748756,300.3,137.31436031048733
12009,12093,False,0.0003096934035305048,12.77193692114495,3228.0,252.7416178086341
12009,12110,False,0.006093795034380533,1.2729875602095937,163.10135135135135,128.12485875706216
12009,12151,False,0.0011126564673157164,2.5691612067729146,897.7499999999999,349.4331136688968
12009,12180,False,0.0027277235906761448,2.8478135953020134,365.6060606060606,128.38131723550808
